Entry ID,EMDB Map,Experimental Method,EM Diffraction Resolution (Å),EM Resolution (Å),Symmetry Type,Point Symmetry,Additional Map,Aggregation State,Reconstruction Method,Embedding,Staining,Vitrification,Microscope Model,Film or Detector Model,Release Date,Deposition Date,Citation Author,
"7XGY","EMD-33189","ELECTRON MICROSCOPY",,3.5,"POINT",,"EMD-33189","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 BIOQUANTUM (6k x 4k)","2022-11-09","2022-04-07","Liu, N., Wang, H.W."
"7XGZ","EMD-33190","ELECTRON MICROSCOPY",,3.24,"POINT",,"EMD-33190","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 BIOQUANTUM (6k x 4k)","2023-02-08","2022-04-07","Chen, N.C., Wang, C.H., Yoshimura, M., Yeh, Y.Q., Guan, H.H., Chuankhayan, P., Lin, C.C., Lin, P.J., Huang, Y.C., Wakatsuki, S., Ho, M.C., Chen, C.J."
"7XH8","EMD-33191","ELECTRON MICROSCOPY",,2.99,"POINT",,"EMD-33191","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 (6k x 4k)","2022-06-29","2022-04-07","Zhou, B., Zhou, R., Tang, B., Chan, J.F., Luo, M., Peng, Q., Yuan, S., Liu, H., Mok, B.W., Chen, B., Wang, P., Poon, V.K., Chu, H., Chan, C.C., Tsang, J.O., Chan, C.C., Au, K.K., Man, H.O., Lu, L., To, K.K., Chen, H., Yuen, K.Y., Dang, S., Chen, Z."
"7XHA","EMD-33192","ELECTRON MICROSCOPY",,3.35,"POINT",,"EMD-33192","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K2 SUMMIT (4k x 4k)","2023-01-11","2022-04-07","Dong, L., Yang, S., Chen, J., Wu, X., Sun, D., Song, C., Li, L."
"7XHB","EMD-33193","ELECTRON MICROSCOPY",,3.33,"POINT",,"EMD-33193","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K2 SUMMIT (4k x 4k)","2023-01-11","2022-04-07","Dong, L., Yang, S., Chen, J., Wu, X., Sun, D., Song, C., Li, L."
"7XHN","EMD-33196","ELECTRON MICROSCOPY",,3.71,"POINT",,"EMD-33196","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K2 QUANTUM (4k x 4k)","2023-01-25","2022-04-09","Tian, T., Chen, L., Dou, Z., Yang, Z., Gao, X., Yuan, X., Wang, C., Liu, R., Shen, Z., Gui, P., Teng, M., Meng, X., Hill, D.L., Li, L., Zhang, X., Liu, X., Sun, L., Zang, J., Yao, X."
"7XHO","EMD-33197","ELECTRON MICROSCOPY",,3.29,"POINT",,"EMD-33197","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K2 QUANTUM (4k x 4k)","2022-12-14","2022-04-09","Tian, T., Chen, L., Dou, Z., Yang, Z., Gao, X., Yuan, X., Wang, C., Liu, R., Shen, Z., Gui, P., Teng, M., Meng, X., Hill, D.L., Li, L., Zhang, X., Liu, X., Sun, L., Zang, J., Yao, X."
"7XHT","EMD-33198","ELECTRON MICROSCOPY",,2.55,"POINT",,"EMD-33198","PARTICLE","SINGLE PARTICLE","NO","NO","YES","TFS KRIOS","GATAN K3 (6k x 4k)","2022-12-14","2022-04-10","Kato, K., Okazaki, S., Kannan, S., Altae-Tran, H., Esra Demircioglu, F., Isayama, Y., Ishikawa, J., Fukuda, M., Macrae, R.K., Nishizawa, T., Makarova, K.S., Koonin, E.V., Zhang, F., Nishimasu, H."
"7XI9","EMD-33200","ELECTRON MICROSCOPY",,2.52,"POINT","C1","EMD-33200","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 BIOQUANTUM (6k x 4k)","2022-11-30","2022-04-12","Kikuchi, A., Onoda, H., Yamaguchi, K., Kori, S., Matsuzawa, S., Chiba, Y., Tanimoto, S., Yoshimi, S., Sato, H., Yamagata, A., Shirouzu, M., Adachi, N., Sharif, J., Koseki, H., Nishiyama, A., Nakanishi, M., Defossez, P.A., Arita, K."
"7XIB","EMD-33201","ELECTRON MICROSCOPY",,2.23,"POINT","C1","EMD-33201","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 BIOQUANTUM (6k x 4k)","2022-11-30","2022-04-12","Kikuchi, A., Onoda, H., Yamaguchi, K., Kori, S., Matsuzawa, S., Chiba, Y., Tanimoto, S., Yoshimi, S., Sato, H., Yamagata, A., Shirouzu, M., Adachi, N., Sharif, J., Koseki, H., Nishiyama, A., Nakanishi, M., Defossez, P.A., Arita, K."
"7XIC","EMD-33202","ELECTRON MICROSCOPY",,3.3,"POINT",,"EMD-33202","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 BIOQUANTUM (6k x 4k)","2022-06-15","2022-04-12","Li, Y., Fan, Q., Zhou, B., Shen, Y., Zhang, Y., Cheng, L., Qi, F., Song, S., Guo, Y., Yan, R., Ju, B., Zhang, Z."
"7XID","EMD-33203","ELECTRON MICROSCOPY",,3.3,"POINT",,"EMD-33203","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 BIOQUANTUM (6k x 4k)","2022-06-15","2022-04-12","Li, Y., Fan, Q., Zhou, B., Shen, Y., Zhang, Y., Cheng, L., Qi, F., Song, S., Guo, Y., Yan, R., Ju, B., Zhang, Z."
"7XIW","EMD-33210","ELECTRON MICROSCOPY",,3.62,"POINT",,"EMD-33210","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 (6k x 4k)","2022-07-13","2022-04-14","Cao, Y., Yisimayi, A., Jian, F., Song, W., Xiao, T., Wang, L., Du, S., Wang, J., Li, Q., Chen, X., Yu, Y., Wang, P., Zhang, Z., Liu, P., An, R., Hao, X., Wang, Y., Wang, J., Feng, R., Sun, H., Zhao, L., Zhang, W., Zhao, D., Zheng, J., Yu, L., Li, C., Zhang, N., Wang, R., Niu, X., Yang, S., Song, X., Chai, Y., Hu, Y., Shi, Y., Zheng, L., Li, Z., Gu, Q., Shao, F., Huang, W., Jin, R., Shen, Z., Wang, Y., Wang, X., Xiao, J., Xie, X.S."
"7XIX","EMD-33211","ELECTRON MICROSCOPY",,3.25,"POINT",,"EMD-33211","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K3 (6k x 4k)","2022-07-13","2022-04-14","Cao, Y., Yisimayi, A., Jian, F., Song, W., Xiao, T., Wang, L., Du, S., Wang, J., Li, Q., Chen, X., Yu, Y., Wang, P., Zhang, Z., Liu, P., An, R., Hao, X., Wang, Y., Wang, J., Feng, R., Sun, H., Zhao, L., Zhang, W., Zhao, D., Zheng, J., Yu, L., Li, C., Zhang, N., Wang, R., Niu, X., Yang, S., Song, X., Chai, Y., Hu, Y., Shi, Y., Zheng, L., Li, Z., Gu, Q., Shao, F., Huang, W., Jin, R., Shen, Z., Wang, Y., Wang, X., Xiao, J., Xie, X.S."
"7XIY","EMD-33212","ELECTRON MICROSCOPY",,3.07,"POINT",,"EMD-33212","PARTICLE","SINGLE PARTICLE","NO","NO","YES","FEI TITAN KRIOS","GATAN K2 BASE (4k x 4k)","2022-07-13","2022-04-14","Cao, Y., Yisimayi, A., Jian, F., Song, W., Xiao, T., Wang, L., Du, S., Wang, J., Li, Q., Chen, X., Yu, Y., Wang, P., Zhang, Z., Liu, P., An, R., Hao, X., Wang, Y., Wang, J., Feng, R., Sun, H., Zhao, L., Zhang, W., Zhao, D., Zheng, J., Yu, L., Li, C., Zhang, N., Wang, R., Niu, X., Yang, S., Song, X., Chai, Y., Hu, Y., Shi, Y., Zheng, L., Li, Z., Gu, Q., Shao, F., Huang, W., Jin, R., Shen, Z., Wang, Y., Wang, X., Xiao, J., Xie, X.S."
